slot,n_pax,mean_wait,p95_wait,p95_wait_mc_halfwidth,airport,date,plan
7,3151.5333333333333,0.4524117966787672,0.9093333914276672,0.16203946786746548,ATL,2026-06-11,flat_feasible
8,3234.3333333333335,0.5684521279241402,1.155801869565373,0.20174797415117,ATL,2026-06-11,flat_feasible
9,3270.0666666666666,1.1626280435290026,1.8294991999674495,0.2818309432782363,ATL,2026-06-11,flat_feasible
10,3302.8,2.206736076993244,2.8879118402774973,0.5133850445854454,ATL,2026-06-11,flat_feasible
11,3117.4333333333334,2.35638642233384,2.888465615924824,0.6020844952087866,ATL,2026-06-11,flat_feasible
12,2772.7,0.9756240535548698,1.9447956637272992,0.6453848861059803,ATL,2026-06-11,flat_feasible
13,2523.8,0.0344365913294534,0.19492048959191735,0.14123590365288688,ATL,2026-06-11,flat_feasible
14,2245.2,0.0016885704357639596,0.011904560940556428,0.00854321601178608,ATL,2026-06-11,flat_feasible
15,2094.133333333333,0.00032367809641131804,0.00028543433159692667,0.0005594410100125233,ATL,2026-06-11,flat_feasible
16,2094.266666666667,0.00020799111855916016,0.00011834245693307708,0.00023194695348524472,ATL,2026-06-11,flat_feasible
17,2133.366666666667,0.00026697513285321554,0.0,0.0,ATL,2026-06-11,flat_feasible
18,2310.5,0.0006938809979414138,0.0019031201279447393,0.0018637753665307212,ATL,2026-06-11,flat_feasible
19,2463.133333333333,0.007007539770758025,0.04748559747376493,0.02228936036010143,ATL,2026-06-11,flat_feasible
20,2474.6,0.006104785967917439,0.042335825361186415,0.025775677894703617,ATL,2026-06-11,flat_feasible
21,2497.1,0.0042953241954201,0.029562125543650366,0.017261430343150905,ATL,2026-06-11,flat_feasible
22,2375.9333333333334,0.002165577901064569,0.013885179982093309,0.007434079564774067,ATL,2026-06-11,flat_feasible
23,2188.9666666666667,0.0010364613842051183,0.005203946059451516,0.007079309568479376,ATL,2026-06-11,flat_feasible
24,2215.3333333333335,0.0004281402958301692,0.0016229257153961849,0.0031808759525068834,ATL,2026-06-11,flat_feasible
25,2123.5666666666666,0.0003542403124981973,0.0010909385173014621,0.002138200203760165,ATL,2026-06-11,flat_feasible
26,1991.3333333333333,6.115392696701376e-05,0.0,0.0,ATL,2026-06-11,flat_feasible
27,1923.3666666666666,3.10627351755311e-05,0.0,0.0,ATL,2026-06-11,flat_feasible
28,1885.0333333333333,1.7283745938985755e-05,0.0,0.0,ATL,2026-06-11,flat_feasible
29,1981.8,1.3561613791853113e-05,0.0,0.0,ATL,2026-06-11,flat_feasible
30,2079.8,0.00023781368537089965,0.0,0.0,ATL,2026-06-11,flat_feasible
31,2038.6,0.000140165073252488,0.0,0.0,ATL,2026-06-11,flat_feasible
32,1850.2333333333333,3.060732622323713e-05,0.0,0.0,ATL,2026-06-11,flat_feasible
33,1761.9666666666667,7.874182856413787e-06,0.0,0.0,ATL,2026-06-11,flat_feasible
34,1645.6666666666667,2.147247277669699e-06,0.0,0.0,ATL,2026-06-11,flat_feasible
35,1507.1666666666667,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
36,1268.3666666666666,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
37,782.1666666666666,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
38,185.5,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
39,9.8,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
40,0.0,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
41,0.0,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
42,0.0,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
43,0.0,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
44,0.4666666666666667,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
45,19.766666666666666,0.0,0.0,0.0,ATL,2026-06-11,flat_feasible
0,419.23333333333335,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
1,676.9,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
2,1043.0,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
3,1581.8333333333333,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
4,2208.9333333333334,0.00041146934887672897,0.0010588536127723485,0.0018034883971212315,ATL,2026-06-11,peak_everywhere
5,2805.9666666666667,0.013176322936952341,0.08810875797409963,0.023389657318703166,ATL,2026-06-11,peak_everywhere
6,3115.266666666667,0.08979956993101847,0.3584890525915559,0.07216090723604143,ATL,2026-06-11,peak_everywhere
7,3142.8,0.11723712631208469,0.39542372428806233,0.1042996145754259,ATL,2026-06-11,peak_everywhere
8,3224.133333333333,0.27367645386267797,0.6485390401171583,0.12827846367892887,ATL,2026-06-11,peak_everywhere
9,3257.2,0.33614057051746105,0.8164703164651134,0.18757351974463282,ATL,2026-06-11,peak_everywhere
10,3303.366666666667,0.528937926288974,0.9515459649057021,0.2497815394526551,ATL,2026-06-11,peak_everywhere
11,3107.0,0.25387904257660365,0.6041640945535913,0.21768565705253537,ATL,2026-06-11,peak_everywhere
12,2775.233333333333,0.017567966854313017,0.1114985455451786,0.0460096458404492,ATL,2026-06-11,peak_everywhere
13,2516.0,0.0015982143948703033,0.009422599943116733,0.007187604585152188,ATL,2026-06-11,peak_everywhere
14,2259.6,0.0006411513209970069,0.003683607238716983,0.0072197375227705885,ATL,2026-06-11,peak_everywhere
15,2065.0333333333333,3.18489364164655e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
16,2115.366666666667,4.641533550966819e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
17,2127.4,5.614691623214817e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
18,2301.2,0.0003038228632861007,0.0014251926588478147,0.0021194126751152304,ATL,2026-06-11,peak_everywhere
19,2462.8,0.0010533104485459543,0.0037425961193630016,0.0029462443685433354,ATL,2026-06-11,peak_everywhere
20,2474.366666666667,0.0018190454705094873,0.008941040257099823,0.004950445056841599,ATL,2026-06-11,peak_everywhere
21,2503.3,0.002006890701568434,0.011388707653170687,0.0076407786707820185,ATL,2026-06-11,peak_everywhere
22,2363.9333333333334,0.0006449934642054302,0.002304807652448819,0.003450357804620968,ATL,2026-06-11,peak_everywhere
23,2184.4,0.00020299174053710112,0.0,0.0,ATL,2026-06-11,peak_everywhere
24,2201.733333333333,0.00012971933009044785,0.0,0.0,ATL,2026-06-11,peak_everywhere
25,2121.3333333333335,2.856232513087074e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
26,1993.4,1.2862782021375895e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
27,1926.4333333333334,2.2214171539817576e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
28,1877.8,6.364202418160506e-06,0.0,0.0,ATL,2026-06-11,peak_everywhere
29,1981.4,1.898130506028078e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
30,2092.133333333333,5.431708712267217e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
31,2043.5666666666666,6.722038045809944e-05,0.0,0.0,ATL,2026-06-11,peak_everywhere
32,1864.3,6.141508713076406e-06,0.0,0.0,ATL,2026-06-11,peak_everywhere
33,1749.2333333333333,4.062999243185614e-07,0.0,0.0,ATL,2026-06-11,peak_everywhere
34,1665.5333333333333,1.3752710859547783e-07,0.0,0.0,ATL,2026-06-11,peak_everywhere
35,1502.9666666666667,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
36,1272.3333333333333,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
37,787.9666666666667,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
38,188.33333333333334,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
39,9.733333333333333,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
40,0.0,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
41,0.0,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
42,0.0,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
43,0.0,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
44,0.36666666666666664,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
45,18.2,0.0,0.0,0.0,ATL,2026-06-11,peak_everywhere
0,390.73333333333335,0.008651613704156253,0.06273893151248286,0.03270552991725104,ATL,2026-06-12,optimised
1,639.7,0.3404833230731698,1.1164157276023805,0.3114309390138251,ATL,2026-06-12,optimised
2,1005.8333333333334,0.00716093130867086,0.04176071975498527,0.04003539052691606,ATL,2026-06-12,optimised
3,1564.6333333333334,0.4269206850346546,1.2769757012138283,0.23375147834412707,ATL,2026-06-12,optimised
4,2203.233333333333,0.04130445534021092,0.2645087216031706,0.125915777750534,ATL,2026-06-12,optimised
5,2741.9,0.24491815451929252,0.7451681013160597,0.19859597242135363,ATL,2026-06-12,optimised
6,3031.2,0.5645057075515069,1.0675121803719871,0.2743304675953116,ATL,2026-06-12,optimised
7,3079.1666666666665,0.7497069484115332,1.2677655238233423,0.2726638796285816,ATL,2026-06-12,optimised
8,3158.5,0.8137172043602341,1.3282135795597798,0.3389632577904733,ATL,2026-06-12,optimised
9,3206.4666666666667,1.0211330220578592,1.6230212869165859,0.371569210552001,ATL,2026-06-12,optimised
10,3243.366666666667,1.3515328391928414,1.945069330536092,0.36003908113938626,ATL,2026-06-12,optimised
11,3017.0,0.7270779306058902,1.4129386804610167,0.3563428591559103,ATL,2026-06-12,optimised
12,2700.1666666666665,0.6942979260209672,1.2545947850752772,0.28671978075759996,ATL,2026-06-12,optimised
13,2468.8333333333335,0.31217910754184547,0.6750783942505111,0.2746774525685144,ATL,2026-06-12,optimised
14,2212.5,0.07095586321906983,0.30049816215496905,0.09562670671344732,ATL,2026-06-12,optimised
15,2039.9,0.010610669057279039,0.0721025915917707,0.023961877393259928,ATL,2026-06-12,optimised
16,2091.733333333333,0.2682240165320113,0.778998129117948,0.2622222962541093,ATL,2026-06-12,optimised
17,2147.4,0.5776663041315939,1.156783354575606,0.26697024883800413,ATL,2026-06-12,optimised
18,2310.8,0.27543046268314075,0.7760561910280676,0.21772783872649018,ATL,2026-06-12,optimised
19,2468.3333333333335,0.6741106287624127,1.3163628730211312,0.2773368398052808,ATL,2026-06-12,optimised
20,2486.5,0.8529312323497736,1.429276082619384,0.2768647088821227,ATL,2026-06-12,optimised
21,2488.1,0.9194395662312439,1.5824494365984993,0.38564165911608655,ATL,2026-06-12,optimised
22,2382.266666666667,1.0855102975748976,1.595995039572293,0.4880339644370549,ATL,2026-06-12,optimised
23,2213.133333333333,0.5932514695751673,1.1982996906092442,0.4544665845227456,ATL,2026-06-12,optimised
24,2195.3,0.6268858583176109,1.2573345602624166,0.26530801879664545,ATL,2026-06-12,optimised
25,2086.8333333333335,0.5355862816396201,1.0618351721510721,0.3070681405605376,ATL,2026-06-12,optimised
26,1981.4333333333334,0.07548541637734124,0.4001841403931424,0.11571993705888957,ATL,2026-06-12,optimised
27,1942.3,0.022696419354373356,0.14049400604707726,0.034751714770665285,ATL,2026-06-12,optimised
28,1881.0666666666666,0.1977918981291171,0.5922508749626773,0.15713700075100223,ATL,2026-06-12,optimised
29,1967.1,0.545647237391144,1.1888731344856254,0.26177617452271473,ATL,2026-06-12,optimised
30,2036.1,0.019446766057150552,0.13757174419878818,0.11829248810375917,ATL,2026-06-12,optimised
31,1991.0,0.00020083364026961015,0.0,0.0,ATL,2026-06-12,optimised
32,1819.3666666666666,2.728378030886374e-05,0.0,0.0,ATL,2026-06-12,optimised
33,1717.7666666666667,0.00028083571350854213,0.0,0.0,ATL,2026-06-12,optimised
34,1650.3666666666666,0.5057348824520566,1.1472766818790137,0.24738834960543768,ATL,2026-06-12,optimised
35,1504.0,0.28539887465379604,0.8037403507882072,0.2393468709810448,ATL,2026-06-12,optimised
36,1270.2666666666667,1.0243884566853134,1.880151689277951,0.31430856189515693,ATL,2026-06-12,optimised
37,785.3333333333334,0.15315994012089337,0.6458237846943746,0.26510694678543656,ATL,2026-06-12,optimised
38,188.4,3.561582791966767,5.896421880933192,0.8663131106832371,ATL,2026-06-12,optimised
39,9.5,0.018580901577950774,0.07391454608883387,0.13896160672105096,ATL,2026-06-12,optimised
40,0.0,0.0,0.0,0.0,ATL,2026-06-12,optimised
41,0.0,0.0,0.0,0.0,ATL,2026-06-12,optimised
42,0.0,0.0,0.0,0.0,ATL,2026-06-12,optimised
43,0.0,0.0,0.0,0.0,ATL,2026-06-12,optimised
44,0.6,0.0,0.0,0.0,ATL,2026-06-12,optimised
45,21.733333333333334,0.19265039214143892,0.8775488714429509,0.2874014975262332,ATL,2026-06-12,optimised
0,395.1333333333333,1.0253182531468719,2.796026614291592,0.4682562173618134,ATL,2026-06-12,rule_of_thumb
1,637.0666666666667,1.356967167137868,2.8073522276707563,0.47799124111334124,ATL,2026-06-12,rule_of_thumb
2,1012.8666666666667,1.1032978608023092,2.128230788780507,0.4110141145604985,ATL,2026-06-12,rule_of_thumb
3,1556.0333333333333,0.8046929326855936,1.6781344842131538,0.34148226375474544,ATL,2026-06-12,rule_of_thumb
4,2198.9666666666667,0.7279594923706296,1.4551013138186817,0.2869981819242672,ATL,2026-06-12,rule_of_thumb
5,2738.5333333333333,0.6224270855969664,1.2601530373968954,0.22464187375911154,ATL,2026-06-12,rule_of_thumb
6,3043.9333333333334,0.9357058853131133,1.4555538671103911,0.30271743418893615,ATL,2026-06-12,rule_of_thumb
7,3071.733333333333,1.010523382306639,1.560253080325895,0.3431133411864556,ATL,2026-06-12,rule_of_thumb
8,3141.3,0.7502807454149379,1.2888910160022211,0.38193851597074346,ATL,2026-06-12,rule_of_thumb
9,3196.6,0.8714646272829446,1.3860667014470909,0.41135238952646475,ATL,2026-06-12,rule_of_thumb
10,3216.0333333333333,1.1250583996080734,1.634215114842603,0.4587766047830803,ATL,2026-06-12,rule_of_thumb
11,3029.9666666666667,1.3048843647374586,1.8741554547031325,0.5698674820575003,ATL,2026-06-12,rule_of_thumb
12,2734.1666666666665,1.7747813433983122,2.431193341123662,0.6803667536239608,ATL,2026-06-12,rule_of_thumb
13,2459.1666666666665,2.1385006682007264,2.8105575720914207,0.7639677484368275,ATL,2026-06-12,rule_of_thumb
14,2191.733333333333,2.3670349841158957,2.9971641061873986,0.8629715856657046,ATL,2026-06-12,rule_of_thumb
15,2025.7333333333333,2.0161644053481336,2.6147402991160673,0.8814728519135488,ATL,2026-06-12,rule_of_thumb
16,2085.5666666666666,1.5382867097055093,2.150957017584118,0.7402390481079625,ATL,2026-06-12,rule_of_thumb
17,2143.0333333333333,1.504519981808719,2.1016390385880532,0.7159405290984023,ATL,2026-06-12,rule_of_thumb
18,2305.2,1.4989341472131603,2.1801707878309715,0.6090485803089757,ATL,2026-06-12,rule_of_thumb
19,2466.8333333333335,1.6279328778176312,2.2609873192952734,0.6216054998583301,ATL,2026-06-12,rule_of_thumb
20,2492.766666666667,1.6578794050212884,2.2970055537324687,0.6375671726776676,ATL,2026-06-12,rule_of_thumb
21,2506.233333333333,1.4999708087746997,2.0983291581886285,0.6594505960361207,ATL,2026-06-12,rule_of_thumb
22,2383.7,1.8174312162540576,2.46607836002037,0.6560541314725672,ATL,2026-06-12,rule_of_thumb
23,2218.6666666666665,1.9494341038055711,2.542886579789349,0.6810071746525068,ATL,2026-06-12,rule_of_thumb
24,2183.633333333333,1.9950632144943734,2.574035013826603,0.7185952804495739,ATL,2026-06-12,rule_of_thumb
25,2098.9,1.710557723054685,2.4075572626196307,0.7273836947984692,ATL,2026-06-12,rule_of_thumb
26,1970.2,1.5985334875617292,2.267554672459059,0.6625875197950936,ATL,2026-06-12,rule_of_thumb
27,1930.6666666666667,1.4700222116229185,2.198960415969794,0.5887983465309701,ATL,2026-06-12,rule_of_thumb
28,1872.8,1.1102410615844776,1.7364268730300987,0.5427668229457455,ATL,2026-06-12,rule_of_thumb
29,1959.3,1.095276073552289,1.701724995760942,0.5558190621269907,ATL,2026-06-12,rule_of_thumb
30,2053.633333333333,1.3363576373253812,1.9454373718574167,0.7053083422029927,ATL,2026-06-12,rule_of_thumb
31,1995.5,1.5558468169835409,2.3461537265482395,0.8146507020978581,ATL,2026-06-12,rule_of_thumb
32,1808.4,1.9555356299690072,2.6492925544323525,0.9977196072609653,ATL,2026-06-12,rule_of_thumb
33,1730.4333333333334,2.099111477823693,2.8307029295817014,1.1273923266293464,ATL,2026-06-12,rule_of_thumb
34,1650.6666666666667,2.341370413436832,3.140525486687132,1.1338529512071858,ATL,2026-06-12,rule_of_thumb
35,1511.0333333333333,2.615224375765704,3.4588309032887823,1.139182804870554,ATL,2026-06-12,rule_of_thumb
36,1274.0,3.629901812562381,5.1286553235303485,1.7856071123639061,ATL,2026-06-12,rule_of_thumb
37,783.4666666666667,11.010800885685603,23.819157827926308,13.430627189221418,ATL,2026-06-12,rule_of_thumb
38,187.5,35.42029723372621,43.70764135052497,18.581167266018593,ATL,2026-06-12,rule_of_thumb
39,9.3,35.891208123558684,38.77339342848404,18.861432171249753,ATL,2026-06-12,rule_of_thumb
40,0.0,0.0,0.0,0.0,ATL,2026-06-12,rule_of_thumb
41,0.0,0.0,0.0,0.0,ATL,2026-06-12,rule_of_thumb
42,0.0,0.0,0.0,0.0,ATL,2026-06-12,rule_of_thumb
43,0.0,0.0,0.0,0.0,ATL,2026-06-12,rule_of_thumb
44,0.23333333333333334,0.0,0.0,0.0,ATL,2026-06-12,rule_of_thumb
45,20.8,1.219053053118592,2.3169442899771417,2.2813972578350548,ATL,2026-06-12,rule_of_thumb
0,394.06666666666666,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
1,638.4666666666667,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
2,1005.2,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
3,1548.0,3.817190689044609e-06,0.0,0.0,ATL,2026-06-12,flat_feasible
4,2200.733333333333,0.0021113026229526593,0.016348423237331808,0.018897506727758237,ATL,2026-06-12,flat_feasible
5,2742.633333333333,0.05432015216879003,0.26669149612033655,0.08929240099706183,ATL,2026-06-12,flat_feasible
6,3037.3,0.2768679596856237,0.7164233657328904,0.13143003746798423,ATL,2026-06-12,flat_feasible
7,3053.1,0.5125865626453113,0.9638088461048738,0.20695764042790896,ATL,2026-06-12,flat_feasible
8,3156.9,0.8570161174705125,1.571246612143649,0.3416390984931288,ATL,2026-06-12,flat_feasible
9,3191.8333333333335,1.551310335859841,2.184265522482565,0.42318616853636004,ATL,2026-06-12,flat_feasible
10,3235.1666666666665,2.759379763893397,3.4624923911363705,0.5570981299228481,ATL,2026-06-12,flat_feasible
11,3019.1,2.904901805518774,3.572507830551632,0.5847348970026003,ATL,2026-06-12,flat_feasible
12,2703.3333333333335,0.9846188281063909,2.1257834829900712,0.5728299029040863,ATL,2026-06-12,flat_feasible
13,2452.633333333333,0.03639227090976112,0.19873974292081734,0.1675098443982069,ATL,2026-06-12,flat_feasible
14,2205.5666666666666,0.0011549589252267346,0.005083726589982114,0.0056176738013625025,ATL,2026-06-12,flat_feasible
15,2048.633333333333,0.0002465501658924237,3.5334036869583786e-05,6.925343970904632e-05,ATL,2026-06-12,flat_feasible
16,2081.133333333333,0.00023827182507593238,0.0,0.0,ATL,2026-06-12,flat_feasible
17,2148.1,0.0014126184270732557,0.009387998407313834,0.009482354761045104,ATL,2026-06-12,flat_feasible
18,2315.266666666667,0.0020250970775211826,0.012721528948563899,0.010835155683433765,ATL,2026-06-12,flat_feasible
19,2477.5666666666666,0.006562415250801876,0.05015190780854477,0.025325636078032145,ATL,2026-06-12,flat_feasible
20,2490.133333333333,0.007963912695575134,0.05536732343351159,0.04206492530876847,ATL,2026-06-12,flat_feasible
21,2489.7,0.005612695705757983,0.04159677308576758,0.02415442466714471,ATL,2026-06-12,flat_feasible
22,2379.1666666666665,0.0036679491069329224,0.026190439346902555,0.014720546203043288,ATL,2026-06-12,flat_feasible
23,2223.9666666666667,0.0011065813112598516,0.004477197330021249,0.002981654558913071,ATL,2026-06-12,flat_feasible
24,2197.366666666667,0.0008496935852941375,0.0006872787422694708,0.0009056473261169601,ATL,2026-06-12,flat_feasible
25,2097.266666666667,0.0002925215252750944,0.0,0.0,ATL,2026-06-12,flat_feasible
26,1992.0333333333333,0.0001342959031762372,0.0,0.0,ATL,2026-06-12,flat_feasible
27,1931.8,0.0003033219617274969,0.0005141141625885355,0.001007645242851964,ATL,2026-06-12,flat_feasible
28,1866.5,2.8788358709411007e-05,0.0,0.0,ATL,2026-06-12,flat_feasible
29,1946.0333333333333,0.00014779850443036278,0.0,0.0,ATL,2026-06-12,flat_feasible
30,2046.4666666666667,0.0002888228850736838,0.001062941302844441,0.002083326671744082,ATL,2026-06-12,flat_feasible
31,1994.4,0.00036347085445509177,0.0019345541430053907,0.003791656447323105,ATL,2026-06-12,flat_feasible
32,1814.7,2.473352314812033e-05,0.0,0.0,ATL,2026-06-12,flat_feasible
33,1723.7,7.502422895840139e-06,0.0,0.0,ATL,2026-06-12,flat_feasible
34,1641.9333333333334,2.132841661368058e-07,0.0,0.0,ATL,2026-06-12,flat_feasible
35,1531.5,3.51121276025138e-07,0.0,0.0,ATL,2026-06-12,flat_feasible
36,1269.6,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
37,772.9333333333333,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
38,186.9,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
39,10.3,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
40,0.0,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
41,0.0,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
42,0.0,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
43,0.0,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
44,0.6666666666666666,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
45,21.866666666666667,0.0,0.0,0.0,ATL,2026-06-12,flat_feasible
0,387.3666666666667,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
1,637.0,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
2,1002.2333333333333,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
3,1555.7333333333333,6.054175177330212e-07,0.0,0.0,ATL,2026-06-12,peak_everywhere
4,2186.3,0.0009652785014597952,0.006308124036217255,0.012363695923898656,ATL,2026-06-12,peak_everywhere
5,2757.766666666667,0.020378788142112747,0.13538056955880803,0.06044322504558827,ATL,2026-06-12,peak_everywhere
6,3037.4333333333334,0.10480359807103407,0.3716208491355161,0.08863080904460066,ATL,2026-06-12,peak_everywhere
7,3087.266666666667,0.13523610492686994,0.43795890030444085,0.08061420531201514,ATL,2026-06-12,peak_everywhere
8,3118.7,0.17590637816680693,0.49532476390624863,0.14418242959161726,ATL,2026-06-12,peak_everywhere
9,3203.633333333333,0.3238565278695838,0.755792292263373,0.1724842029641183,ATL,2026-06-12,peak_everywhere
10,3229.0666666666666,0.5527493796324373,1.0283675326579917,0.3062280195551603,ATL,2026-06-12,peak_everywhere
11,3044.133333333333,0.40993805474163086,0.8164564446022637,0.3176762437881621,ATL,2026-06-12,peak_everywhere
12,2708.1,0.020896548594951617,0.1401685037614566,0.08088631111966456,ATL,2026-06-12,peak_everywhere
13,2463.4,0.0029610141231568884,0.019094405034812568,0.01665650574729879,ATL,2026-06-12,peak_everywhere
14,2208.5,0.0005123797318292457,0.0022453054991814245,0.002557312178329081,ATL,2026-06-12,peak_everywhere
15,2035.2,0.00016261683280935238,0.0,0.0,ATL,2026-06-12,peak_everywhere
16,2096.0666666666666,0.0001939223166819072,0.0,0.0,ATL,2026-06-12,peak_everywhere
17,2145.3333333333335,0.0001552102378634006,0.0,0.0,ATL,2026-06-12,peak_everywhere
18,2311.766666666667,0.00048505112517228244,0.0003294811442428139,0.0006457711764525054,ATL,2026-06-12,peak_everywhere
19,2458.4,0.0019698487982648958,0.011769151418965855,0.009552652648303284,ATL,2026-06-12,peak_everywhere
20,2497.633333333333,0.0025924880868370844,0.01468368046302485,0.010080366943595652,ATL,2026-06-12,peak_everywhere
21,2490.8,0.004317251156287329,0.03563552241807122,0.02477727404246637,ATL,2026-06-12,peak_everywhere
22,2389.1666666666665,0.0009032403336362187,0.003860425523883843,0.004496626981535454,ATL,2026-06-12,peak_everywhere
23,2216.2,0.0003899957577181301,0.0006039460102323344,0.0009729085502421744,ATL,2026-06-12,peak_everywhere
24,2197.866666666667,0.0003054522798193168,0.0,0.0,ATL,2026-06-12,peak_everywhere
25,2102.5666666666666,7.532879984903857e-05,0.0,0.0,ATL,2026-06-12,peak_everywhere
26,1988.3,4.4723967289042936e-05,0.0,0.0,ATL,2026-06-12,peak_everywhere
27,1931.5,7.451473802368914e-06,0.0,0.0,ATL,2026-06-12,peak_everywhere
28,1868.8,2.8024595413256935e-05,0.0,0.0,ATL,2026-06-12,peak_everywhere
29,1956.5,1.3337081212258275e-05,0.0,0.0,ATL,2026-06-12,peak_everywhere
30,2027.5333333333333,9.18121158574947e-05,0.0,0.0,ATL,2026-06-12,peak_everywhere
31,1984.6,8.931926461854198e-05,0.0,0.0,ATL,2026-06-12,peak_everywhere
32,1823.3666666666666,1.7232243516149699e-06,0.0,0.0,ATL,2026-06-12,peak_everywhere
33,1738.8,3.777231098147966e-08,0.0,0.0,ATL,2026-06-12,peak_everywhere
34,1636.8333333333333,2.4138690007834823e-06,0.0,0.0,ATL,2026-06-12,peak_everywhere
35,1521.6333333333334,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
36,1267.2333333333333,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
37,784.2666666666667,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
38,188.4,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
39,10.066666666666666,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
40,0.0,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
41,0.0,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
42,0.0,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
43,0.0,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
44,0.6,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
45,23.166666666666668,0.0,0.0,0.0,ATL,2026-06-12,peak_everywhere
0,327.03333333333336,0.028193055394529914,0.18365333875615134,0.08121206876426783,ATL,2026-06-13,optimised
1,536.2666666666667,0.6429059839742542,1.6822888957402076,0.27429007719791665,ATL,2026-06-13,optimised
2,784.8666666666667,0.031820186709158954,0.22574404264732975,0.14824192847449782,ATL,2026-06-13,optimised
3,1127.9,0.3042608858273157,0.9953463273004478,0.20181045922560553,ATL,2026-06-13,optimised
4,1600.9,0.022496372541165096,0.13889303206976011,0.06518815047606212,ATL,2026-06-13,optimised
5,2105.233333333333,0.33503950054693177,0.9735026959403595,0.2274476624903361,ATL,2026-06-13,optimised
6,2548.2,0.15072040070249282,0.5986544573179725,0.1821262359265337,ATL,2026-06-13,optimised
7,2877.4333333333334,0.4147613868910406,0.9858042821363436,0.20048369698205354,ATL,2026-06-13,optimised
8,3025.6666666666665,0.7798892725404011,1.330822151562656,0.32502832132039783,ATL,2026-06-13,optimised
9,3000.1,0.8785974128976601,1.4619570826650923,0.2980787879356558,ATL,2026-06-13,optimised
10,2980.733333333333,0.9424168896005732,1.4553293777106764,0.3537934367704798,ATL,2026-06-13,optimised
11,2813.9333333333334,0.3663868944826418,0.8940572974073768,0.25938605663657954,ATL,2026-06-13,optimised
12,2466.4,0.8579011646478956,1.457153017395263,0.28974029190919637,ATL,2026-06-13,optimised
13,2160.266666666667,0.26632091614984155,0.6819006228620761,0.2761643803121078,ATL,2026-06-13,optimised
14,1911.7666666666667,0.6390252733157266,1.290387334464975,0.3187974093816331,ATL,2026-06-13,optimised
