airport,date,lanes,n_pax,n_pax_mc_halfwidth,mean_wait,mean_wait_mc_halfwidth,p90_wait,p90_wait_mc_halfwidth,p95_wait,p95_wait_mc_halfwidth,max_wait,max_wait_mc_halfwidth,miss_share,miss_share_mc_halfwidth,miss_share_unavoidable,miss_share_unavoidable_mc_halfwidth,miss_share_from_queueing,miss_share_from_queueing_mc_halfwidth,mean_time_in_system,mean_time_in_system_mc_halfwidth,n_unserved,n_unserved_mc_halfwidth,n_reps,seed,plan,lane_hours,cost
ATL,2026-06-26,23,82129.53333333334,116.25794596204572,180.75412748580155,1.8777441115089435,285.90721123388164,3.1870967569051,290.13963870488067,3.2921267524188518,292.7612000621313,3.342436296208195,0.8393174824283756,0.0016317270705902202,0.08058228155658402,0.0003959702437529691,0.7587352008717917,0.0016546934734898917,181.32958442745252,1.8781402719264195,0.0,0.0,30,20260607,flat_average_23,529.0,84640.0
BNA,2026-06-21,10,33410.4,71.94034267994586,146.05001561630877,2.743282346200026,216.30973455855676,4.152147840958497,220.37335672991884,4.351525545895169,224.17762723204817,4.397937382515558,0.8362848743036022,0.0028120848140169067,0.08118588408214175,0.0006414642011232064,0.7550989902214605,0.0028015188032586027,146.62386361638917,2.744450927543751,0.0,0.0,30,20260607,flat_average_10,230.0,36800.0
